,date,score
1712,2022-01-14 10:18:53,65
1713,2022-01-14 11:04:29,75
1714,2022-01-14 11:59:25,25
1715,2022-01-14 13:05:42,75
1716,2022-01-14 13:58:35,20
1717,2022-01-14 15:10:26,75
1718,2022-01-14 16:20:35,45
1719,2022-01-14 17:09:12,65
1720,2022-01-14 18:28:40,75
1721,2022-01-15 05:06:29,85
1722,2022-01-15 08:21:43,75
1723,2022-01-15 16:18:25,65
1724,2022-01-16 04:04:54,20
1725,2022-01-16 09:07:33,35
1726,2022-01-16 16:50:40,85
1727,2022-01-17 03:45:01,65
1728,2022-01-17 06:02:55,20
1729,2022-01-17 06:30:30,85
1730,2022-01-17 08:26:26,70
1731,2022-01-17 09:49:35,25
1732,2022-01-17 11:32:28,35
1733,2022-01-17 14:03:46,35
1734,2022-01-17 16:28:30,25
1735,2022-01-17 21:40:26,85
1736,2022-01-18 02:07:43,20
1737,2022-01-18 06:07:50,20
1738,2022-01-18 07:09:31,85
1739,2022-01-18 07:24:48,75
1740,2022-01-18 08:34:30,65
1741,2022-01-18 09:14:47,25
1742,2022-01-18 09:43:04,85
1743,2022-01-18 10:19:36,85
1744,2022-01-18 11:10:31,25
1745,2022-01-18 12:22:17,85
1746,2022-01-18 13:02:43,78
1747,2022-01-18 13:51:26,85
1748,2022-01-18 14:36:22,85
1749,2022-01-18 15:44:40,25
1750,2022-01-18 16:25:31,85
1751,2022-01-18 17:49:46,85
1752,2022-01-18 19:04:41,25
1753,2022-01-19 00:06:03,85
1754,2022-01-19 03:58:35,20
1755,2022-01-19 06:35:29,78
1756,2022-01-19 07:09:39,85
1757,2022-01-19 07:45:36,78
1758,2022-01-19 09:05:07,35
1759,2022-01-19 09:39:09,30
1760,2022-01-19 10:19:36,35
1761,2022-01-19 11:09:54,78
1762,2022-01-19 12:18:38,85
1763,2022-01-19 12:48:22,25
1764,2022-01-19 13:15:19,85
1765,2022-01-19 14:15:18,78
1766,2022-01-19 15:01:43,85
1767,2022-01-19 15:54:54,20
1768,2022-01-19 16:33:07,78
1769,2022-01-19 19:07:22,25
1770,2022-01-20 00:06:07,85
1771,2022-01-20 03:53:34,85
1772,2022-01-20 05:19:49,85
1773,2022-01-20 06:20:46,85
1774,2022-01-20 07:26:26,45
1775,2022-01-20 08:21:30,85
1776,2022-01-20 09:08:33,25
1777,2022-01-20 09:20:31,85
1778,2022-01-20 09:59:53,78
1779,2022-01-20 10:29:43,40
1780,2022-01-20 12:05:44,40
1781,2022-01-20 12:59:58,85
1782,2022-01-20 13:41:04,78
1783,2022-01-20 14:28:29,78
1784,2022-01-20 15:07:07,20
1785,2022-01-20 16:16:23,78
1786,2022-01-20 17:38:27,78
1787,2022-01-20 21:39:29,20
1788,2022-01-21 02:06:39,20
1789,2022-01-21 05:10:36,10
1790,2022-01-21 06:34:31,85
1791,2022-01-21 07:42:41,75
1792,2022-01-21 08:31:20,20
1793,2022-01-21 09:15:20,72
1794,2022-01-21 09:57:55,78
1795,2022-01-21 10:56:34,85
1796,2022-01-21 12:18:31,60
1797,2022-01-21 12:52:30,85
1798,2022-01-21 13:36:18,78
1799,2022-01-21 14:04:31,85
1800,2022-01-21 15:01:32,78
1801,2022-01-21 16:30:51,78
1802,2022-01-21 17:17:56,85
1803,2022-01-21 19:07:26,30
1804,2022-01-22 03:21:33,60
1805,2022-01-22 07:05:24,20
1806,2022-01-22 09:02:31,20
1807,2022-01-22 15:18:40,78
1808,2022-01-22 21:23:41,85
1809,2022-01-23 06:45:20,78
1810,2022-01-23 09:12:42,25
1811,2022-01-23 16:50:01,85
1812,2022-01-23 20:57:17,85
1813,2022-01-24 01:34:19,72
1814,2022-01-24 05:04:22,85
1815,2022-01-24 06:04:27,85
1816,2022-01-24 06:40:53,45
1817,2022-01-24 07:41:13,85
1818,2022-01-24 08:19:04,85
1819,2022-01-24 09:00:48,65
1820,2022-01-24 09:52:30,78
1821,2022-01-24 10:25:32,25
1822,2022-01-24 11:12:42,78
1823,2022-01-24 12:05:36,20
1824,2022-01-24 12:33:57,75
1825,2022-01-24 13:38:29,78
1826,2022-01-24 15:15:27,85
1827,2022-01-24 16:14:29,85
1828,2022-01-24 17:38:27,72
1829,2022-01-24 19:06:23,60
1830,2022-01-24 22:42:18,85
1831,2022-01-25 02:00:44,25
1832,2022-01-25 04:30:21,85
1833,2022-01-25 06:02:25,78
1834,2022-01-25 07:16:53,75
1835,2022-01-25 07:48:27,85
1836,2022-01-25 08:35:16,85
1837,2022-01-25 09:00:36,35
1838,2022-01-25 09:37:38,85
1839,2022-01-25 10:37:08,25
1840,2022-01-25 11:03:48,78
1841,2022-01-25 11:47:38,45
1842,2022-01-25 12:33:00,25
1843,2022-01-25 13:40:37,78
1844,2022-01-25 14:56:10,78
1845,2022-01-25 15:42:47,78
1846,2022-01-25 16:43:45,78
1847,2022-01-25 17:55:05,85
1848,2022-01-25 21:46:24,20
1849,2022-01-26 03:58:25,85
1850,2022-01-26 06:03:38,85
1851,2022-01-26 07:01:59,85
1852,2022-01-26 07:46:41,78
1853,2022-01-26 08:29:45,25
1854,2022-01-26 09:07:39,85
1855,2022-01-26 09:35:58,85
1856,2022-01-26 10:43:57,20
1857,2022-01-26 11:43:25,85
1858,2022-01-26 12:30:54,20
1859,2022-01-26 14:37:32,20
1860,2022-01-26 16:27:51,25
1861,2022-01-26 17:40:16,78
1862,2022-01-26 19:10:36,10
1863,2022-01-27 00:37:54,85
1864,2022-01-27 03:58:31,45
1865,2022-01-27 04:51:32,65
1866,2022-01-27 06:03:04,85
1867,2022-01-27 07:19:31,20
1868,2022-01-27 07:49:38,78
1869,2022-01-27 08:28:26,85
1870,2022-01-27 09:10:35,40
1871,2022-01-27 09:45:49,50
1872,2022-01-27 10:13:52,90
1873,2022-01-27 11:07:44,65
1874,2022-01-27 11:46:17,85
1875,2022-01-27 12:36:31,85
1876,2022-01-27 13:40:06,20
1877,2022-01-27 14:14:24,35
1878,2022-01-27 14:59:15,85
1879,2022-01-27 15:45:45,85
1880,2022-01-27 16:39:19,20
1881,2022-01-27 17:05:51,42
1882,2022-01-27 17:29:27,20
1883,2022-01-27 17:57:23,20
1884,2022-01-27 18:16:53,25
1885,2022-01-27 19:12:34,75
1886,2022-01-27 20:23:58,42
1887,2022-01-27 21:34:39,25
1888,2022-01-27 23:35:06,35
1889,2022-01-28 01:57:28,20
1890,2022-01-28 03:47:23,78
1891,2022-01-28 05:24:33,45
1892,2022-01-28 06:10:39,78
1893,2022-01-28 07:04:40,75
1894,2022-01-28 07:36:03,20
1895,2022-01-28 08:04:30,85
1896,2022-01-28 08:39:02,75
1897,2022-01-28 08:58:08,25
1898,2022-01-28 09:12:25,25
1899,2022-01-28 09:42:47,20
1900,2022-01-28 10:15:28,20
1901,2022-01-28 10:44:02,35
1902,2022-01-28 11:13:29,85
1903,2022-01-28 11:39:40,75
1904,2022-01-28 12:10:20,65
1905,2022-01-28 12:56:17,65
1906,2022-01-28 13:27:24,78
1907,2022-01-28 14:14:33,85
1908,2022-01-28 15:04:15,65
1909,2022-01-28 16:04:16,20
1910,2022-01-28 16:53:26,20
1911,2022-01-28 17:34:11,72
1912,2022-01-28 18:49:19,25
1913,2022-01-29 05:51:24,20
1914,2022-01-29 07:37:24,78
1915,2022-01-29 10:08:31,35
1916,2022-01-29 13:03:29,50
1917,2022-01-29 16:07:54,78
1918,2022-01-30 01:50:18,25
1919,2022-01-30 07:06:25,85
1920,2022-01-30 08:23:32,20
1921,2022-01-30 15:00:49,35
1922,2022-01-30 18:42:50,20
1923,2022-01-31 01:07:57,20
1924,2022-01-31 03:33:54,85
1925,2022-01-31 05:33:23,65
1926,2022-01-31 06:06:16,65
1927,2022-01-31 06:53:35,65
1928,2022-01-31 07:33:35,65
1929,2022-01-31 08:22:22,78
1930,2022-01-31 09:06:34,45
1931,2022-01-31 10:02:04,85
1932,2022-01-31 10:38:03,40
1933,2022-01-31 11:06:19,35
1934,2022-01-31 12:02:44,85
1935,2022-01-31 12:53:38,85
1936,2022-01-31 13:44:30,20
1937,2022-01-31 14:35:38,75
1938,2022-01-31 16:00:44,35
1939,2022-01-31 17:38:32,25
1940,2022-01-31 18:22:34,85
1941,2022-01-31 20:04:31,42
1942,2022-02-01 01:48:19,65
1943,2022-02-01 05:37:25,25
1944,2022-02-01 06:24:29,35
1945,2022-02-01 07:32:46,65
1946,2022-02-01 09:06:44,65
1947,2022-02-01 09:52:26,45
1948,2022-02-01 10:08:17,65
1949,2022-02-01 11:01:56,85
1950,2022-02-01 11:53:47,85
1951,2022-02-01 12:49:04,20
1952,2022-02-01 13:13:46,30
1953,2022-02-01 13:47:28,78
1954,2022-02-01 14:42:45,20
1955,2022-02-01 16:03:40,78
1956,2022-02-01 17:41:10,78
1957,2022-02-01 18:42:16,25
1958,2022-02-01 21:03:27,78
1959,2022-02-02 03:05:48,85
1960,2022-02-02 05:56:36,85
1961,2022-02-02 06:43:29,20
1962,2022-02-02 08:05:58,20
1963,2022-02-02 08:57:14,65
1964,2022-02-02 09:32:44,75
1965,2022-02-02 09:48:17,85
1966,2022-02-02 10:46:08,85
1967,2022-02-02 12:03:41,75
1968,2022-02-02 12:45:27,85
1969,2022-02-02 13:41:00,78
1970,2022-02-02 15:04:10,85
1971,2022-02-02 16:07:33,78
1972,2022-02-02 16:42:38,25
1973,2022-02-02 17:39:44,85
1974,2022-02-02 18:58:47,85
1975,2022-02-02 20:10:27,70
1976,2022-02-02 23:28:27,85
1977,2022-02-03 04:57:33,65
1978,2022-02-03 06:07:23,85
1979,2022-02-03 06:40:38,85
1980,2022-02-03 07:19:44,85
1981,2022-02-03 08:16:23,35
1982,2022-02-03 08:32:32,10
1983,2022-02-03 09:14:31,85
1984,2022-02-03 09:53:50,85
1985,2022-02-03 10:38:30,85
1986,2022-02-03 11:08:50,85
1987,2022-02-03 11:31:31,85
1988,2022-02-03 11:51:25,65
1989,2022-02-03 12:07:33,72
1990,2022-02-03 12:55:17,85
1991,2022-02-03 13:20:32,85
1992,2022-02-03 13:41:51,75
1993,2022-02-03 14:32:36,85
1994,2022-02-03 15:02:47,72
1995,2022-02-03 15:23:29,85
1996,2022-02-03 15:54:58,85
1997,2022-02-03 16:42:41,20
1998,2022-02-03 17:07:26,25
1999,2022-02-03 18:13:41,90
2000,2022-02-03 19:40:51,20
2001,2022-02-03 22:10:22,78
2002,2022-02-04 00:33:56,85
2003,2022-02-04 05:05:15,78
2004,2022-02-04 06:19:52,75
2005,2022-02-04 07:37:27,95
2006,2022-02-04 08:26:31,75
2007,2022-02-04 09:12:46,75
2008,2022-02-04 09:45:17,72
2009,2022-02-04 10:10:15,20
2010,2022-02-04 10:51:43,45
2011,2022-02-04 11:33:30,85
2012,2022-02-04 12:20:29,35
2013,2022-02-04 13:56:05,20
2014,2022-02-04 15:03:15,40
2015,2022-02-04 15:32:39,85
2016,2022-02-04 16:14:23,78
2017,2022-02-04 17:16:17,65
2018,2022-02-04 19:11:45,20
2019,2022-02-05 03:05:43,70
2020,2022-02-05 07:47:34,25
2021,2022-02-05 09:42:34,78
2022,2022-02-05 14:40:49,85
2023,2022-02-05 21:32:18,20
2024,2022-02-06 07:03:24,20
2025,2022-02-06 08:57:27,65
2026,2022-02-06 11:44:35,20
2027,2022-02-06 20:00:21,85
2028,2022-02-07 02:29:38,20
2029,2022-02-07 05:39:24,85
2030,2022-02-07 06:26:48,15
2031,2022-02-07 07:35:54,75
2032,2022-02-07 08:17:24,75
2033,2022-02-07 09:24:30,85
2034,2022-02-07 10:06:57,78
2035,2022-02-07 10:35:25,45
2036,2022-02-07 11:12:28,85
2037,2022-02-07 11:40:47,25
2038,2022-02-07 13:02:11,25
2039,2022-02-07 13:50:16,85
2040,2022-02-07 14:35:57,85
2041,2022-02-07 15:55:28,85
2042,2022-02-07 16:44:29,25
2043,2022-02-07 18:18:38,25
2044,2022-02-07 20:50:35,85
2045,2022-02-08 00:10:07,85
2046,2022-02-08 04:16:45,85
2047,2022-02-08 06:14:40,20
2048,2022-02-08 07:05:51,85
2049,2022-02-08 07:24:39,25
2050,2022-02-08 07:42:13,72
2051,2022-02-08 08:33:27,85
2052,2022-02-08 09:14:27,20
2053,2022-02-08 09:45:55,20
2054,2022-02-08 10:05:24,20
2055,2022-02-08 10:28:38,45
2056,2022-02-08 10:57:23,75
2057,2022-02-08 11:22:27,20
2058,2022-02-08 12:18:29,45
2059,2022-02-08 12:50:28,25
2060,2022-02-08 13:19:20,75
2061,2022-02-08 13:41:42,72
2062,2022-02-08 14:03:46,75
2063,2022-02-08 15:02:03,20
2064,2022-02-08 16:06:43,35
2065,2022-02-08 16:23:39,25
2066,2022-02-08 17:20:09,85
2067,2022-02-08 18:40:27,78
2068,2022-02-08 21:41:36,85
2069,2022-02-09 00:53:42,20
2070,2022-02-09 04:35:19,65
2071,2022-02-09 06:12:33,25
2072,2022-02-09 07:07:03,75
2073,2022-02-09 08:13:29,20
2074,2022-02-09 09:03:50,85
2075,2022-02-09 09:41:37,78
2076,2022-02-09 10:03:39,78
2077,2022-02-09 10:28:22,85
2078,2022-02-09 10:45:11,35
2079,2022-02-09 11:28:31,85
2080,2022-02-09 12:05:27,85
2081,2022-02-09 12:50:31,78
2082,2022-02-09 13:46:47,75
2083,2022-02-09 14:32:21,35
2084,2022-02-09 15:00:22,75
2085,2022-02-09 15:38:25,72
2086,2022-02-09 17:56:37,78
2087,2022-02-09 21:34:17,40
2088,2022-02-10 00:38:47,72
2089,2022-02-10 04:32:29,35
2090,2022-02-10 07:04:30,85
2091,2022-02-10 07:55:04,85
2092,2022-02-10 08:36:39,20
2093,2022-02-10 09:49:39,78
2094,2022-02-10 10:42:24,40
2095,2022-02-10 11:52:28,35
2096,2022-02-10 12:56:05,35
2097,2022-02-10 13:30:58,45
2098,2022-02-10 14:22:07,85
2099,2022-02-10 15:12:21,20
2100,2022-02-10 16:32:08,35
2101,2022-02-10 18:05:34,20
2102,2022-02-10 21:40:20,78
2103,2022-02-11 01:32:41,78
2104,2022-02-11 03:41:36,25
2105,2022-02-11 06:02:32,78
2106,2022-02-11 07:29:57,65
2107,2022-02-11 08:02:26,75
2108,2022-02-11 08:28:19,78
2109,2022-02-11 09:36:47,20
2110,2022-02-11 10:13:58,78
2111,2022-02-11 11:17:30,85
2112,2022-02-11 12:26:42,65
2113,2022-02-11 13:53:47,25
2114,2022-02-11 15:11:25,85
2115,2022-02-11 16:50:21,85
2116,2022-02-11 19:27:48,20
2117,2022-02-12 07:32:18,45
2118,2022-02-12 11:21:36,35
2119,2022-02-12 16:21:25,25
2120,2022-02-13 06:06:28,72
2121,2022-02-13 09:54:20,78
2122,2022-02-13 13:24:28,78
2123,2022-02-14 01:09:40,25
2124,2022-02-14 04:27:30,85
2125,2022-02-14 06:21:40,65
2126,2022-02-14 07:46:43,78
2127,2022-02-14 08:43:39,42
2128,2022-02-14 09:35:35,20
2129,2022-02-14 10:31:25,85
2130,2022-02-14 12:01:05,35
2131,2022-02-14 13:12:00,25
2132,2022-02-14 14:22:04,25
2133,2022-02-14 18:13:54,20
2134,2022-02-14 20:41:33,78
2135,2022-02-15 05:08:31,78
2136,2022-02-15 06:47:26,65
2137,2022-02-15 07:42:24,75
2138,2022-02-15 09:06:32,20
2139,2022-02-15 09:29:46,65
2140,2022-02-15 10:30:36,65
2141,2022-02-15 11:01:28,78
2142,2022-02-15 11:39:28,65
2143,2022-02-15 12:16:50,85
2144,2022-02-15 12:52:34,78
2145,2022-02-15 13:53:51,85
2146,2022-02-15 14:44:47,20
2147,2022-02-15 16:16:23,78
2148,2022-02-15 17:42:35,78
2149,2022-02-15 20:02:42,85
2150,2022-02-16 00:53:31,40
2151,2022-02-16 05:37:26,85
2152,2022-02-16 07:12:51,78
2153,2022-02-16 08:20:45,25
2154,2022-02-16 09:08:32,85
2155,2022-02-16 09:47:25,85
2156,2022-02-16 10:21:26,85
2157,2022-02-16 11:23:23,20
2158,2022-02-16 12:23:17,75
2159,2022-02-16 13:05:50,72
2160,2022-02-16 13:40:09,85
2161,2022-02-16 14:38:26,78
2162,2022-02-16 15:32:47,75
2163,2022-02-16 16:42:23,85
2164,2022-02-16 17:36:26,65
2165,2022-02-16 20:33:23,37
2166,2022-02-17 02:56:04,78
2167,2022-02-17 06:07:05,85
2168,2022-02-17 06:45:26,37
2169,2022-02-17 08:18:50,20
2170,2022-02-17 10:04:36,37
2171,2022-02-17 10:48:48,85
2172,2022-02-17 11:39:55,78
2173,2022-02-17 12:49:26,35
2174,2022-02-17 14:30:37,78
2175,2022-02-17 14:42:28,42
2176,2022-02-17 15:39:25,78
2177,2022-02-17 16:16:11,78
2178,2022-02-17 17:51:19,25
2179,2022-02-17 19:39:30,35
2180,2022-02-18 01:12:54,50
2181,2022-02-18 05:03:49,35
2182,2022-02-18 06:49:24,85
2183,2022-02-18 07:33:42,85
2184,2022-02-18 08:17:33,78
2185,2022-02-18 09:45:41,78
2186,2022-02-18 10:33:27,10
2187,2022-02-18 11:41:37,35
2188,2022-02-18 12:30:42,20
2189,2022-02-18 13:13:57,85
2190,2022-02-18 14:19:24,85
2191,2022-02-18 15:53:30,30
2192,2022-02-18 17:15:25,85
2193,2022-02-18 20:41:40,78
2194,2022-02-18 22:40:11,78
2195,2022-02-19 07:02:28,20
2196,2022-02-19 09:45:25,35
2197,2022-02-19 20:41:30,15
2198,2022-02-20 06:15:34,85
2199,2022-02-20 10:08:27,50
2200,2022-02-20 18:34:23,85
2201,2022-02-21 01:40:41,50
2202,2022-02-21 05:07:58,45
2203,2022-02-21 07:31:00,40
2204,2022-02-21 09:09:57,85
2205,2022-02-21 10:17:39,85
2206,2022-02-21 12:27:37,75
2207,2022-02-21 14:38:03,85
2208,2022-02-21 16:41:17,85
2209,2022-02-21 20:08:33,78
2210,2022-02-22 02:07:08,78
2211,2022-02-22 05:47:22,78
2212,2022-02-22 06:56:18,85
2213,2022-02-22 07:38:39,85
2214,2022-02-22 08:55:59,65
2215,2022-02-22 09:23:25,65
2216,2022-02-22 09:49:16,75
2217,2022-02-22 10:45:53,85
2218,2022-02-22 11:33:32,20
2219,2022-02-22 12:06:31,75
2220,2022-02-22 12:40:05,20
2221,2022-02-22 13:28:47,20
2222,2022-02-22 14:31:25,70
2223,2022-02-22 15:28:35,37
2224,2022-02-22 16:55:24,20
2225,2022-02-22 18:16:23,78
2226,2022-02-23 02:04:31,20
2227,2022-02-23 05:41:34,20
2228,2022-02-23 07:43:34,78
2229,2022-02-23 08:22:23,75
2230,2022-02-23 09:18:52,20
2231,2022-02-23 10:08:52,85
2232,2022-02-23 11:16:47,25
2233,2022-02-23 12:20:47,85
2234,2022-02-23 13:34:30,78
2235,2022-02-23 15:06:11,35
2236,2022-02-23 15:57:32,85
2237,2022-02-23 17:35:31,25
2238,2022-02-23 20:08:33,78
2239,2022-02-24 01:14:30,85
2240,2022-02-24 04:08:58,50
2241,2022-02-24 06:05:12,78
2242,2022-02-24 07:24:31,85
2243,2022-02-24 08:31:33,78
2244,2022-02-24 09:36:17,78
2245,2022-02-24 10:35:46,85
2246,2022-02-24 11:05:36,40
2247,2022-02-24 11:57:37,20
2248,2022-02-24 12:45:12,85
2249,2022-02-24 15:05:36,85
2250,2022-02-24 16:11:25,85
2251,2022-02-24 17:30:19,35
2252,2022-02-24 23:54:02,20
2253,2022-02-25 04:20:08,20
2254,2022-02-25 07:31:32,85
2255,2022-02-25 08:23:28,20
2256,2022-02-25 09:44:20,35
2257,2022-02-25 11:41:38,85
2258,2022-02-25 13:02:43,50
2259,2022-02-25 13:52:55,20
2260,2022-02-25 16:27:23,35
2261,2022-02-26 01:07:32,65
2262,2022-02-26 08:51:08,20
2263,2022-02-26 11:28:36,10
2264,2022-02-26 15:29:45,20
2265,2022-02-26 18:31:05,37
2266,2022-02-27 03:41:51,20
2267,2022-02-27 09:11:29,85
2268,2022-02-27 10:39:22,85
2269,2022-02-27 13:07:17,65
2270,2022-02-27 18:44:23,85
2271,2022-02-27 21:48:28,25
2272,2022-02-28 00:44:50,40
2273,2022-02-28 05:10:31,25
2274,2022-02-28 07:01:57,25
2275,2022-02-28 07:49:05,85
2276,2022-02-28 08:24:25,65
2277,2022-02-28 09:05:13,85
2278,2022-02-28 09:45:59,85
2279,2022-02-28 10:45:46,85
2280,2022-02-28 11:52:49,25
2281,2022-02-28 13:09:13,85
2282,2022-02-28 14:21:40,20
2283,2022-02-28 15:16:15,20
2284,2022-02-28 17:45:17,40
2285,2022-02-28 22:37:25,72
2286,2022-03-01 05:07:47,40
2287,2022-03-01 08:08:59,35
2288,2022-03-01 09:08:09,85
2289,2022-03-01 09:35:31,85
2290,2022-03-01 10:11:36,72
2291,2022-03-01 10:58:27,85
2292,2022-03-01 12:28:05,78
2293,2022-03-01 13:10:24,42
2294,2022-03-01 14:37:43,85
2295,2022-03-01 16:15:29,80
2296,2022-03-01 16:54:02,85
2297,2022-03-01 18:34:48,85
2298,2022-03-01 20:08:22,85
2299,2022-03-02 00:49:38,90
2300,2022-03-02 03:11:32,20
2301,2022-03-02 05:15:34,85
2302,2022-03-02 06:32:30,45
2303,2022-03-02 07:31:55,25
2304,2022-03-02 08:23:28,85
2305,2022-03-02 08:52:05,50
2306,2022-03-02 09:48:34,85
2307,2022-03-02 10:24:37,65
2308,2022-03-02 11:04:36,85
2309,2022-03-02 11:50:47,75
2310,2022-03-02 12:23:30,90
2311,2022-03-02 12:46:43,50
2312,2022-03-02 13:23:17,25
2313,2022-03-02 13:50:50,65
2314,2022-03-02 14:19:31,85
2315,2022-03-02 15:13:35,85
2316,2022-03-02 16:11:00,65
2317,2022-03-02 17:08:25,35
2318,2022-03-02 19:00:35,50
2319,2022-03-02 21:31:23,65
2320,2022-03-03 00:28:58,85
2321,2022-03-03 03:19:34,78
2322,2022-03-03 06:08:13,65
2323,2022-03-03 07:04:37,78
2324,2022-03-03 07:52:50,75
2325,2022-03-03 08:47:11,78
2326,2022-03-03 09:22:28,20
2327,2022-03-03 10:17:44,85
2328,2022-03-03 11:20:33,85
2329,2022-03-03 12:08:51,65
2330,2022-03-03 12:32:40,78
2331,2022-03-03 13:10:42,85
2332,2022-03-03 13:33:08,75
2333,2022-03-03 14:37:39,78
2334,2022-03-03 15:31:00,85
2335,2022-03-03 16:34:24,35
2336,2022-03-03 17:01:27,75
2337,2022-03-03 18:49:38,20
2338,2022-03-03 22:00:25,42
2339,2022-03-04 01:43:29,42
2340,2022-03-04 06:51:30,72
2341,2022-03-04 08:00:29,85
2342,2022-03-04 09:16:50,75
2343,2022-03-04 10:02:18,65
2344,2022-03-04 10:53:29,40
2345,2022-03-04 11:41:29,75
2346,2022-03-04 12:23:37,78
2347,2022-03-04 13:18:30,20
2348,2022-03-04 14:37:27,85
2349,2022-03-04 15:26:52,45
2350,2022-03-04 16:50:42,20
2351,2022-03-04 17:58:38,45
2352,2022-03-05 01:04:30,42
2353,2022-03-05 06:02:20,85
2354,2022-03-05 09:53:20,75
2355,2022-03-05 15:02:49,45
2356,2022-03-05 19:37:24,42
2357,2022-03-06 06:19:18,20
2358,2022-03-06 10:02:27,78
2359,2022-03-06 15:54:32,85
2360,2022-03-06 22:04:49,85
2361,2022-03-07 02:31:31,20
2362,2022-03-07 05:48:07,65
2363,2022-03-07 06:54:50,78
2364,2022-03-07 07:43:28,35
2365,2022-03-07 08:16:24,70
2366,2022-03-07 09:21:46,65
2367,2022-03-07 10:18:12,45
2368,2022-03-07 10:41:46,20
2369,2022-03-07 11:15:33,25
2370,2022-03-07 11:44:13,85
2371,2022-03-07 13:06:43,42
2372,2022-03-07 14:25:25,85
2373,2022-03-07 15:30:17,65
2374,2022-03-07 17:11:28,75
2375,2022-03-07 17:52:19,78
2376,2022-03-07 23:01:23,75
2377,2022-03-08 02:16:38,25
2378,2022-03-08 04:50:44,65
2379,2022-03-08 06:12:13,85
2380,2022-03-08 07:04:31,85
2381,2022-03-08 07:56:33,78
2382,2022-03-08 08:35:08,85
2383,2022-03-08 09:08:53,25
2384,2022-03-08 09:39:43,50
2385,2022-03-08 10:07:27,20
2386,2022-03-08 11:06:56,90
2387,2022-03-08 12:02:47,20
2388,2022-03-08 12:38:13,75
2389,2022-03-08 13:06:36,45
2390,2022-03-08 13:29:34,85
2391,2022-03-08 13:41:31,20
2392,2022-03-08 13:54:22,20
2393,2022-03-08 14:04:50,20
2394,2022-03-08 14:29:35,45
2395,2022-03-08 14:57:28,20
2396,2022-03-08 15:16:07,20
2397,2022-03-08 15:30:41,25
2398,2022-03-08 16:14:13,45
2399,2022-03-08 16:49:29,85
2400,2022-03-08 17:21:26,20
2401,2022-03-08 18:01:24,85
2402,2022-03-08 19:00:23,72
2403,2022-03-09 00:01:35,20
2404,2022-03-09 03:17:28,85
2405,2022-03-09 05:32:35,50
2406,2022-03-09 06:40:46,85
2407,2022-03-09 07:21:49,25
2408,2022-03-09 07:49:10,75
2409,2022-03-09 08:41:28,85
2410,2022-03-09 09:06:40,25
2411,2022-03-09 09:27:45,25
2412,2022-03-09 10:09:29,75
2413,2022-03-09 10:35:45,20
2414,2022-03-09 11:16:18,85
2415,2022-03-09 11:57:33,85
2416,2022-03-09 12:23:50,75
2417,2022-03-09 13:02:35,70
2418,2022-03-09 13:15:46,78
2419,2022-03-09 14:02:42,35
2420,2022-03-09 14:40:28,78
2421,2022-03-09 15:23:57,78
2422,2022-03-09 16:30:45,85
2423,2022-03-09 17:49:27,20
2424,2022-03-09 20:44:25,75
2425,2022-03-10 01:28:44,72
2426,2022-03-10 02:57:32,85
2427,2022-03-10 05:08:29,78
2428,2022-03-10 06:06:23,85
2429,2022-03-10 06:33:50,40
2430,2022-03-10 07:24:19,85
2431,2022-03-10 08:00:59,78
2432,2022-03-10 08:35:36,35
2433,2022-03-10 09:22:18,78
2434,2022-03-10 10:03:07,75
2435,2022-03-10 10:32:49,78
2436,2022-03-10 11:18:53,20
2437,2022-03-10 12:46:00,85
2438,2022-03-10 13:07:12,85
2439,2022-03-10 13:51:04,85
2440,2022-03-10 15:12:31,75
2441,2022-03-10 16:20:25,85
2442,2022-03-10 17:18:19,85
2443,2022-03-10 18:20:31,85
2444,2022-03-10 19:35:47,65
2445,2022-03-10 22:09:23,20
2446,2022-03-11 00:32:35,20
2447,2022-03-11 04:51:09,42
2448,2022-03-11 06:08:31,85
2449,2022-03-11 06:50:12,45
2450,2022-03-11 07:34:31,78
2451,2022-03-11 08:09:24,75
2452,2022-03-11 08:53:29,65
2453,2022-03-11 09:13:32,20
2454,2022-03-11 10:02:22,78
2455,2022-03-11 11:28:12,78
2456,2022-03-11 12:57:53,35
2457,2022-03-11 13:35:39,85
2458,2022-03-11 15:02:36,78
2459,2022-03-11 16:30:41,85
2460,2022-03-11 18:16:25,85
2461,2022-03-12 02:02:45,78
2462,2022-03-12 07:11:24,85
2463,2022-03-12 09:04:40,85
2464,2022-03-12 11:04:26,90
2465,2022-03-14 20:17:34,85
2466,2022-03-14 23:37:32,70
2467,2022-03-15 02:35:42,78
2468,2022-03-15 04:08:40,85
2469,2022-03-15 06:08:09,85
2470,2022-03-15 07:07:00,20
2471,2022-03-15 07:34:48,78
2472,2022-03-15 08:19:46,65
2473,2022-03-15 09:22:41,78
2474,2022-03-15 10:05:28,85
2475,2022-03-15 10:44:53,78
2476,2022-03-15 11:54:46,85
2477,2022-03-15 13:03:40,25
2478,2022-03-15 14:15:42,75
2479,2022-03-15 15:35:51,25
2480,2022-03-15 16:35:13,85
2481,2022-03-15 20:30:16,42
2482,2022-03-16 02:05:49,65
2483,2022-03-16 04:10:21,78
2484,2022-03-16 06:19:43,20
2485,2022-03-16 07:30:40,20
2486,2022-03-16 08:18:38,78
2487,2022-03-16 09:04:57,85
2488,2022-03-16 09:42:11,35
